GAME1: Kildeskovshallen-Gentofte Volley.2-2025-Feb-04 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,4,57.1%,1,1,14.3%,0,,0,0,2,0,2,0.500,50.0%,2,4,15,0,0,0,1,-1,0,4,0.0%,0
2,Nico Lang,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,3,75.0%,0,1,25.0%,-1,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,0,1,-1,0,0,,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
7,Bo,1,3,60.0%,1,0,0.0%,1,2.00,1,0,2,1,1,0.333,66.7%,0,3,0,0,0,1,1,0,1,2,33.3%,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,3,0,3,0.375,37.5%,5,8,0,0,0,0,1,-1,1,0,100.0%,0
11,Nicola,1,1,33.3%,0,0,0.0%,0,2.38,8,0,6,1,5,0.625,75.0%,1,8,1,0,0,2,1,1,0,2,0.0%,0
12,Vestbjerg,1,0,0.0%,0,1,100.0%,-1,1.57,7,2,4,0,4,0.667,66.7%,2,6,1,0,0,0,0,0,1,2,33.3%,0
16,Alex,1,0,,0,0,,0,2.75,4,0,0,0,0,,,0,0,0,0,0,0,0,0,4,3,57.1%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bulowsvejshallen-DTU-2025-Jan-27 (25 - 18)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,0.0%,0,0,0.0%,0,,0,0,2,0,2,0.500,50.0%,2,4,10,0,1,2,0,2,2,1,66.7%,0
2,Nico Lang,1,2,66.7%,0,0,0.0%,0,2.00,2,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,3.00,1,0,2,0,2,0.500,50.0%,2,4,0,0,0,1,0,1,0,0,,0
5,Bosse,1,0,0.0%,0,1,100.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
7,Bo,1,1,25.0%,0,0,0.0%,0,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,1,1,0,0,1,0.0%,0
9,Soeren,1,6,75.0%,2,0,0.0%,2,,0,0,1,1,0,0.000,50.0%,0,2,0,0,0,0,1,-1,0,4,0.0%,0
11,Nicola,1,1,25.0%,0,0,0.0%,0,3.00,1,0,3,0,3,1.000,100.0%,0,3,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,0,0.0%,0,1,100.0%,-1,1.50,6,1,4,0,4,1.000,100.0%,0,4,0,0,0,0,0,0,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,2.00,3,1,0,0,0,,,0,0,1,0,0,0,0,0,2,4,33.3%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bulowsvejshallen-DTU-2025-Jan-27 (20 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,40.0%,0,1,20.0%,-1,,0,0,0,0,0,0.000,0.0%,1,1,11,1,0,1,1,0,2,3,40.0%,1
3,Kristian Krag,1,2,66.7%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,0,0,0,0,3,0.0%,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
6,Boerme,1,0,,0,0,,0,0.67,3,1,2,0,2,0.667,66.7%,1,3,0,0,0,0,1,-1,0,0,,0
7,Bo,1,2,50.0%,1,1,25.0%,0,,0,0,0,0,0,0.000,0.0%,2,2,0,0,0,1,0,1,0,2,0.0%,2
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,6,1,5,0.417,50.0%,5,12,0,0,0,1,0,1,0,2,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.75,8,1,4,1,3,0.429,57.1%,2,7,1,0,0,0,0,0,0,2,0.0%,0
12,Vestbjerg,1,0,0.0%,0,1,50.0%,-1,1.13,8,2,0,1,-1,-0.167,0.0%,5,6,1,0,0,0,1,-1,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,2.33,3,0,0,0,0,,,0,0,0,0,0,0,0,0,3,4,42.9%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Bulowsvejshallen-DTU-2025-Jan-27 (25 - 13)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,33.3%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,7,0,1,2,0,2,1,4,20.0%,0
2,Nico Lang,1,5,83.3%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,100.0%,0
3,Kristian Krag,1,2,66.7%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
5,Bosse,1,1,100.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
7,Bo,1,3,60.0%,1,1,20.0%,0,,0,0,0,0,0,,,0,0,0,0,0,3,0,3,0,1,0.0%,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,2,0,2,0.250,25.0%,6,8,0,0,0,2,0,2,0,1,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.75,4,0,2,2,0,0.000,28.6%,3,7,0,0,0,1,0,1,0,1,0.0%,0
12,Vestbjerg,1,1,33.3%,0,0,0.0%,0,2.00,5,0,3,0,3,0.500,50.0%,3,6,1,0,0,0,1,-1,0,6,0.0%,0
16,Alex,1,0,,0,0,,0,2.00,1,0,0,0,0,,,0,0,0,0,0,0,0,0,2,6,25.0%,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bulowsvejshallen-DTU-2025-Jan-27
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,4,7,38.9%,1,2,11.1%,-1,,0,0,5,0,5,0.455,45.5%,6,11,43,1,2,5,2,3,5,12,29.4%,1
2,Nico Lang,3,7,70.0%,0,0,0.0%,0,2.00,2,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,1,0,100.0%,0
3,Kristian Krag,4,7,63.6%,0,1,9.1%,-1,3.00,1,0,3,1,2,0.286,42.9%,3,7,0,0,0,1,1,0,0,4,0.0%,0
5,Bosse,4,1,25.0%,0,1,25.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
6,Boerme,1,0,,0,0,,0,0.67,3,1,2,0,2,0.667,66.7%,1,3,0,0,0,0,1,-1,0,0,,0
7,Bo,4,9,50.0%,3,2,11.1%,1,2.00,1,0,2,2,0,0.000,33.3%,2,6,0,0,0,6,2,4,1,6,14.3%,2
9,Soeren,4,6,42.9%,2,0,0.0%,2,,0,0,12,2,10,0.333,40.0%,16,30,0,0,0,3,2,1,1,7,12.5%,0
11,Nicola,4,2,16.7%,0,0,0.0%,0,2.05,21,1,15,4,11,0.440,60.0%,6,25,2,0,0,3,1,2,0,5,0.0%,0
12,Vestbjerg,4,1,14.3%,0,3,42.9%,-3,1.50,26,5,11,1,10,0.455,50.0%,10,22,3,0,0,0,2,-2,3,8,27.3%,0
16,Alex,4,0,,0,0,,0,2.36,11,1,0,0,0,,,0,0,1,0,0,0,0,0,11,17,39.3%,0
,(team),4,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Bulowsvejshallen-FarumHolte-2025-Mar-03 (19 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
5,Bosse,1,1,50.0%,0,1,50.0%,-1,1.00,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
7,Bo,1,2,50.0%,1,0,0.0%,1,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,0,2,-2,0,0,,0
8,Mikkel,1,0,0.0%,0,0,0.0%,0,1.63,8,1,1,2,-1,-0.250,25.0%,1,4,0,0,0,0,0,0,0,2,0.0%,0
9,Soeren,1,2,50.0%,1,0,0.0%,1,,0,0,1,2,-1,-0.143,14.3%,4,7,0,0,0,0,2,-2,0,1,0.0%,0
11,Nicola,1,1,33.3%,0,0,0.0%,0,1.33,3,1,1,0,1,0.143,14.3%,6,7,0,0,0,0,0,0,0,0,,0
13,Gustav,1,1,33.3%,0,1,33.3%,-1,0.00,1,1,2,0,2,1.000,100.0%,0,2,0,0,0,0,0,0,0,0,,0
14,Mads Q,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,5,0,0,0,0,0,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,1.50,4,2,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bulowsvejshallen-FarumHolte-2025-Mar-03 (14 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,,0,0,,0,,0,0,0,1,-1,-0.500,0.0%,1,2,2,0,0,0,0,0,0,0,,0
6,Boerme,1,0,0.0%,0,1,50.0%,-1,1.50,7,1,2,1,1,0.125,25.0%,5,8,0,0,0,0,2,-2,1,1,50.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,0,0,0,0,0,,0
9,Soeren,1,1,33.3%,0,0,0.0%,0,,0,0,1,1,0,0.000,12.5%,6,8,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.60,5,0,3,0,3,0.429,42.9%,4,7,1,0,0,0,1,-1,0,4,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,1,1,0,0,1,0.0%,1
14,Mads Q,1,1,33.3%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,2,0,0,2,1,1,0,1,0.0%,0
16,Alex,1,0,,0,0,,0,1.22,9,1,0,0,0,,,0,0,0,0,0,0,0,0,1,2,33.3%,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bulowsvejshallen-FarumHolte-2025-Mar-03 (20 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,25.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,5,0,0,0,0,0,0,3,0.0%,0
5,Bosse,1,0,0.0%,0,1,50.0%,-1,2.17,6,0,1,3,-2,-0.286,14.3%,3,7,0,0,1,1,0,1,1,0,100.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,3,0,3,0,1,0.0%,0
9,Soeren,1,1,33.3%,0,0,0.0%,0,,0,0,3,4,-1,-0.083,25.0%,5,12,0,0,0,3,1,2,1,0,100.0%,0
11,Nicola,1,4,57.1%,0,1,14.3%,-1,1.70,5,0,2,1,1,0.250,50.0%,1,4,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,0,0.0%,0,1,100.0%,-1,,0,0,0,1,-1,-0.250,0.0%,3,4,0,0,0,1,0,1,0,0,,0
14,Mads Q,1,0,0.0%,0,1,100.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
16,Alex,1,0,,0,0,,0,2.06,8,0,0,0,0,,,0,0,0,0,0,0,0,0,1,5,16.7%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bulowsvejshallen-FarumHolte-2025-Mar-03
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,2,1,25.0%,0,0,0.0%,0,,0,0,0,1,-1,-0.333,0.0%,2,3,7,0,0,0,0,0,0,3,0.0%,0
5,Bosse,2,1,25.0%,0,2,50.0%,-2,1.88,8,0,1,3,-2,-0.286,14.3%,3,7,0,0,1,1,0,1,1,1,50.0%,0
6,Boerme,1,0,0.0%,0,1,50.0%,-1,1.50,7,1,2,1,1,0.125,25.0%,5,8,0,0,0,0,2,-2,1,1,50.0%,0
7,Bo,3,2,22.2%,1,0,0.0%,1,,0,0,0,2,-2,-1.000,0.0%,0,2,0,0,0,3,2,1,0,1,0.0%,0
8,Mikkel,1,0,0.0%,0,0,0.0%,0,1.63,8,1,1,2,-1,-0.250,25.0%,1,4,0,0,0,0,0,0,0,2,0.0%,0
9,Soeren,3,4,40.0%,1,0,0.0%,1,,0,0,5,7,-2,-0.074,18.5%,15,27,0,0,0,3,3,0,1,2,33.3%,0
11,Nicola,3,5,41.7%,0,1,8.3%,-1,1.58,13,1,6,1,5,0.278,33.3%,11,18,1,0,0,0,1,-1,0,5,0.0%,0
13,Gustav,3,1,16.7%,0,2,33.3%,-2,0.00,1,1,2,2,0,0.000,28.6%,3,7,0,0,0,2,1,1,0,1,0.0%,1
14,Mads Q,3,1,14.3%,0,1,14.3%,-1,,0,0,0,0,0,0.000,0.0%,2,2,7,0,0,2,1,1,1,1,50.0%,0
16,Alex,3,0,,0,0,,0,1.60,21,3,0,0,0,,,0,0,0,0,0,0,0,0,2,8,20.0%,0
,(team),3,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Spar Nord Arena-TeamKoge-2025-May-01 (24 - 26)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,3,60.0%,0,1,20.0%,-1,,0,0,1,1,0,0.000,33.3%,1,3,0,0,0,0,1,-1,0,0,,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,1,-1,-0.500,0.0%,1,2,1,0,0,1,1,0,0,0,,0
8,Mikkel,1,1,33.3%,0,0,0.0%,0,2.20,5,0,6,2,4,0.400,60.0%,2,10,0,0,0,0,0,0,0,0,,0
11,Nicola,1,3,50.0%,1,0,0.0%,1,1.90,10,0,6,1,5,0.417,50.0%,5,12,0,0,0,0,0,0,0,1,0.0%,0
12,Vestbjerg,1,0,,0,0,,0,1.69,8,0,0,0,0,,,0,0,0,0,0,0,0,0,1,3,25.0%,0
14,Mads Q,1,0,0.0%,0,1,33.3%,-1,,0,0,1,0,1,0.500,50.0%,1,2,16,0,0,1,0,1,1,1,50.0%,0
15,Martin,1,2,50.0%,0,1,25.0%,0,,0,0,4,3,1,0.071,28.6%,7,14,0,0,0,0,0,0,0,4,0.0%,1
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Spar Nord Arena-TeamKoge-2025-May-01 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,1,33.3%,0,0,0.0%,0,,0,0,3,1,2,0.333,50.0%,2,6,0,0,0,0,0,0,0,0,,0
5,Bosse,1,3,60.0%,1,1,20.0%,0,3.00,1,0,0,1,-1,-0.333,0.0%,2,3,0,0,0,1,0,1,0,0,,0
8,Mikkel,1,4,66.7%,0,0,0.0%,0,2.00,1,0,2,1,1,0.200,40.0%,2,5,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,1,25.0%,0,0,0.0%,0,2.25,8,0,1,2,-1,-0.200,20.0%,2,5,0,0,0,1,0,1,0,1,0.0%,0
12,Vestbjerg,1,0,,0,0,,0,1.80,5,0,0,0,0,,,0,0,1,0,0,0,0,0,0,3,0.0%,0
14,Mads Q,1,1,25.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,10,0,1,1,0,1,0,1,0.0%,0
15,Martin,1,1,33.3%,1,1,33.3%,0,2.00,1,0,5,1,4,0.500,62.5%,2,8,0,0,1,0,0,0,0,1,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Spar Nord Arena-TeamKoge-2025-May-01 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,4,66.7%,1,0,0.0%,1,,0,0,3,1,2,0.333,50.0%,2,6,1,0,0,1,0,1,0,0,,0
5,Bosse,1,3,60.0%,0,0,0.0%,0,1.00,1,0,3,0,3,0.750,75.0%,1,4,0,0,0,1,0,1,0,1,0.0%,0
8,Mikkel,1,0,0.0%,0,0,0.0%,0,1.80,10,0,3,1,2,0.250,37.5%,4,8,0,0,0,0,0,0,0,0,,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,2.50,6,0,5,1,4,0.444,55.6%,3,9,1,0,0,0,0,0,0,2,0.0%,0
12,Vestbjerg,1,0,,0,0,,0,1.63,4,0,0,0,0,,,0,0,1,0,0,0,0,0,1,1,50.0%,0
14,Mads Q,1,1,25.0%,0,0,0.0%,0,,0,0,1,0,1,0.333,33.3%,2,3,11,0,0,2,0,2,0,2,0.0%,0
15,Martin,1,3,60.0%,0,0,0.0%,0,,0,0,3,3,0,0.000,42.9%,1,7,1,0,0,0,0,0,1,1,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Spar Nord Arena-TeamKoge-2025-May-01 (28 - 30)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,1,25.0%,0,3,75.0%,-3,,0,0,4,0,4,0.571,57.1%,3,7,0,0,0,0,0,0,0,0,,0
5,Bosse,1,4,57.1%,1,0,0.0%,1,,0,0,3,0,3,0.750,75.0%,1,4,1,0,0,1,0,1,0,2,0.0%,0
8,Mikkel,1,3,50.0%,0,1,16.7%,-1,1.67,9,0,3,1,2,0.286,42.9%,3,7,0,0,0,0,0,0,0,0,,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,2.38,8,1,4,3,1,0.083,33.3%,5,12,1,0,0,1,0,1,0,0,,1
12,Vestbjerg,1,0,,0,0,,0,1.95,11,0,0,0,0,,,0,0,1,0,0,0,0,0,3,1,75.0%,0
14,Mads Q,1,3,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,14,0,0,0,0,0,0,2,0.0%,0
15,Martin,1,0,0.0%,0,1,33.3%,-1,,0,0,3,2,1,0.100,30.0%,5,10,0,0,0,1,0,1,1,1,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME5: Spar Nord Arena-TeamKoge-2025-May-01 (15 - 7)
